Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Modal G-Code,Operation
764.64,G04,X1.0000,,,,,,550.182156,0.89,0,4500,4.366666667,6.911111111,3.577777778,26.66666667,-12.538,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
765.53,Y31.5880,,,,,,,5901.104248,10.16,369.3864307,4500,16.0373648,20.12586037,14.60570305,21.23303835,-12.538,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,1,Face Milling
775.69,G04,X1.0000,,,,,,528.999212,0.88,0,4500,3,5.101123596,8.337078652,26.6741573,-12.538,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
776.57,X-9.3630,,,,,,,0,0.61,190.5,4500.16129,8.129032258,17.9516129,11.5,24.90322581,-9.363,31.588,3.175,0,3.175,-2,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,1,Face Milling
777.18,G04,X1.0000,,,,,,1085.14488,1.23,0,4502.419355,6.024193548,8.532258065,8.209677419,21.02419355,-9.363,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
778.41,Y-31.5880,,,,,,,8089.299048,14.61,256.8242134,4500,14.64021888,7.229822161,17.26060192,21.85567715,-9.363,-31.588,0,-63.176,63.176,-2,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,1,Face Milling
793.02,G04,X1.0000,,,,,,534.632832,1.18,0,4500,3.302521008,1.243697479,7.68907563,21.76470588,-9.363,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
794.2,X-6.1880,,,,,,,530.839888,0.92,225.5268817,4500,12.58064516,23.02150538,2.64516129,19.76344086,-6.188,-31.588,3.175,0,3.175,-2,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,1,Face Milling
795.12,G04,X1.0000,,,,,,622.67078,0.9,0,4500,4.43956044,3.967032967,2.747252747,27.25274725,-6.188,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
796.02,Y31.5880,,,,,,,8698.202128,14.94,254.5003344,4500,14.41672241,15.1083612,13.61605351,20.67090301,-6.188,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,1,Face Milling
810.96,G04,X1.0000,,,,,,525.974832,0.91,0,4500,3.054347826,5.336956522,7.934782609,24.67391304,-6.188,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
811.87,X-3.0130,,,,,,,552.24424,0.9,254.1758242,4500,11.92307692,24.17582418,3.714285714,23.30769231,-3.013,31.588,3.175,0,3.175,-2,0,Climb,3,4.4,1,10.19,10.19,Cut with Feed,3.175,1,Face Milling
812.77,G04,X1.0000,,,,,,1165.140508,1.78,0,5140.050279,19.81564246,9.195530726,7.61452514,23.18435754,-3.013,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
814.55,Y-31.5880,,,,,,,7187.08868,12.81,292.1396256,5999,19.80733229,7.659126365,14.43057722,21.97815913,-3.013,-31.588,0,-63.176,63.176,-2,0,Conventional,3.1,63.2,1,186.66,186.66,Cut with Feed,63.176,1,Face Milling
827.36,G04,X1.0000,,,,,,535.66454,0.91,0,5999,5.097826087,3.641304348,5.663043478,24.67391304,-3.013,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
828.27,X0.1630,,,,,,,547.642032,0.62,300.1587302,5999,17.6031746,29.92063492,7.619047619,21.9047619,0.163,-31.588,3.176,0,3.176,-2,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.176,1,Face Milling
828.89,G04,X1.0000,,,,,,548.46876,1.22,0,5999,7.056910569,14.18699187,4.243902439,22.4796748,0.163,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
830.11,Y31.5880,,,,,,,7218.517812,12.24,304.7510204,5999,20.31346939,25.40734694,13.46285714,21.38122449,0.163,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,1,Face Milling
842.35,G04,X1.0000,,,,,,210.567444,1.2,0,5998.917355,5.05785124,4.842975207,8.933884298,22.73553719,0.163,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
843.55,X3.3380,,,,,,,0,0.6,300,5989.163934,15.37704918,15.96721311,2.590163934,21.98360656,3.338,31.588,3.175,0,3.175,-2,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,1,Face Milling
844.15,G04,X1.0000,,,,,,0,1.2,0,5999,6.619834711,9.239669421,7.05785124,19.80991736,3.338,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
845.35,Y-31.5880,,,,,,,0,9.44,393.2179894,5999,21.91428571,7.755555556,16.03597884,22.38518519,3.338,-31.588,0,-63.176,63.176,-2,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,1,Face Milling
854.79,G04,X1.0000,,,,,,0,0.91,0,5998.891304,5.130434783,3.293478261,7.336956522,25.58695652,3.338,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
855.7,X6.5130,,,,,,,0,0.6,400.3278689,5994.081967,19.80327869,44.81967213,7.93442623,18.60655738,6.513,-31.588,3.175,0,3.175,-2,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,1,Face Milling
856.3,G04,X1.0000,,,,,,0,0.9,0,5998.89011,6.791208791,6.307692308,4.164835165,26.58241758,6.513,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
857.2,Y31.5880,,,,,,,225.801676,9.51,406.572479,5998.684874,21.6460084,24.94537815,14.56512605,20.97163866,6.513,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,1,Face Milling
866.71,G04,X1.0000,,,,,,0,0.88,0,5998.88764,5.056179775,2.786516854,8.303370787,19.75280899,6.513,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
867.59,X9.6880,,,,,,,0,0.61,400.4354839,5994.322581,15.62903226,25.87096774,9.677419355,22.48387097,9.688,31.588,3.175,0,3.175,-2,0,Climb,3.1,4.4,1,10.2,10.2,Cut with Feed,3.175,1,Face Milling
868.2,G04,X1.0000,,,,,,0,0.9,0,5998.89011,6.351648352,7.010989011,8.681318681,27.6043956,9.688,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
869.1,Y-31.5880,,,,,,,2274.878696,14.91,253.0013405,5998.597855,18.60589812,7.237265416,13.33646113,22.63404826,9.688,-31.588,0,-63.176,63.176,-2,0,Conventional,3.2,63.2,1,192.98,192.98,Cut with Feed,63.176,1,Face Milling
884.01,G04,X1.0000,,,,,,537.944036,0.88,0,5999,5.011235955,1.337078652,6.651685393,25.59550562,9.688,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
884.89,X12.8630,,,,,,,556.209752,0.88,168.1348315,5995.741573,14.53932584,35.97752809,6.629213483,20.08988764,12.863,-31.588,3.175,0,3.175,-2,0,Conventional,3,4.4,1,10.09,10.09,Cut with Feed,3.175,1,Face Milling
885.77,G04,X1.0000,,,,,,557.59,1.16,0,5999,7.641025641,8.145299145,5.017094017,24.70940171,12.863,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
886.93,Y31.5880,,,,,,,8386.18172,14.69,257.8244898,5999,19.2292517,24.09455782,12.56870748,21.36734694,12.863,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,186.77,186.77,Cut with Feed,63.176,1,Face Milling
901.62,G04,X1.0000,,,,,,1116.114916,1.2,0,5999,5.066115702,3.024793388,8.768595041,28.20661157,12.863,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
902.82,X16.0380,,,,,,,0,0.61,253.8387097,5999,15.85483871,6.983870968,4.580645161,19.62903226,16.038,31.588,3.175,0,3.175,-2,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,1,Face Milling
903.43,G04,X1.0000,,,,,,569.56394,1.2,5.041322314,5999,6.892561983,7.214876033,8.297520661,24.95867769,16.038,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
904.63,Y-31.5880,,,,,,,4269.511992,6.09,609,5999,25.37377049,6.180327869,16.73442623,22.9852459,16.038,-31.588,0,-63.176,63.176,-2,0,Conventional,6.4,63.2,1,192.79,192.79,Cut with Feed,63.176,1,Face Milling
910.72,G04,X1.0000,,,,,,533.366396,1.2,5.041322314,5998.917355,5.41322314,2.438016529,7.768595041,22.72727273,16.038,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
911.92,X19.2130,,,,,,,0,0.32,591.5151515,5989.30303,23.51515152,24.39393939,7.878787879,19.3030303,19.213,-31.588,3.175,0,3.175,-2,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,1,Face Milling
912.24,G04,X1.0000,,,,,,561.406476,0.92,0,5998.892473,6.064516129,7.333333333,3.774193548,26.6344086,19.213,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
913.16,Y31.5880,,,,,,,3700.199948,6.28,580.9062003,5998.538951,23.82352941,31.63751987,15.84419714,21.57233704,19.213,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,1,Face Milling
919.44,G04,X1.0000,,,,,,592.411292,1.19,5.083333333,5998.916667,5.358333333,3.966666667,9.741666667,25.475,19.213,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
920.63,X22.3880,,,,,,,562.138484,0.3,590.3225806,5989.322581,17.70967742,58.4516129,8.032258065,23.87096774,22.388,31.588,3.175,0,3.175,-2,0,Climb,3.1,4.4,1,10.2,10.2,Cut with Feed,3.175,1,Face Milling
920.93,G04,X1.0000,,,,,,571.43762,1.21,5,5998.918033,6.598360656,8.204918033,8.327868852,19.32786885,22.388,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
922.14,Y-31.5880,,,,,,,3850.973912,6.07,608.9967105,5998.539474,25.30263158,6.037828947,17.84375,23.79605263,22.388,-31.588,0,-63.176,63.176,-2,0,Conventional,3.2,63.2,1,192.98,192.98,Cut with Feed,63.176,1,Face Milling
928.21,G04,X1.0000,,,,,,578.391696,1.19,5.083333333,5998.916667,5.408333333,1.991666667,7.966666667,26.2,22.388,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
929.4,X25.5630,,,,,,,0,0.3,590.3225806,5989.322581,23.48387097,1.161290323,4,22.06451613,25.563,-31.588,3.175,0,3.175,-2,0,Conventional,3,4.4,1,10.09,10.09,Cut with Feed,3.175,1,Face Milling
929.7,G04,X1.0000,,,,,,586.619608,1.16,5.213675214,5998.91453,5.897435897,6.555555556,4.418803419,25.66666667,25.563,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
930.86,Y31.5880,,,,,,,4488.772068,6.25,609.0255591,5998.520767,23.63897764,27.13578275,17.7827476,21.0399361,25.563,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,186.77,186.77,Cut with Feed,63.176,1,Face Milling
937.11,G04,X1.0000,,,,,,559.644832,0.88,0,5998.88764,5.056179775,4.606741573,8.337078652,28.33707865,25.563,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
937.99,X28.7380,,,,,,,0,0.61,472.983871,5994,9.451612903,37.32258065,8.516129032,24.96774194,28.738,31.588,3.175,0,3.175,-2,0,Climb,1.4,4.5,1,5.94,5.94,Cut with Feed,3.175,1,Face Milling
938.6,G04,X1.0000,,,,,,570.831264,0.89,6.777777778,5999,5.411111111,6,9.122222222,20.68888889,28.738,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
939.49,Y-31.5880,,,,,,,3581.343812,6.27,609.0286624,5999,12.51910828,3.899681529,17.31210191,22.85987261,28.738,-31.588,0,-63.176,63.176,-2,0,Conventional,4.6,59.6,1,83.01,83.01,Cut with Feed,63.176,1,Face Milling
945.76,G04,X1.0000,,,,,,575.205996,0.9,0,5999,5,15.28571429,7.769230769,18.68131868,28.738,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
946.66,X31.5880,Y-30.0000,,,,,,558.355456,0.61,295.1612903,5999,5,37.08064516,13.35483871,21,31.588,-30,2.85,1.588,3.262551762,-2,0,Both,0,0,1,0,0,Air-Cut,3.262551762,1,Face Milling
947.27,G04,X1.0000,,,,,,558.119248,0.9,6.703296703,5999,5,6.681318681,3.131868132,20.67032967,31.588,-30,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
948.17,Y36.5740,,,,,,,3781.094824,6.8,601.7033774,5999,5,10.60499266,16.61820852,20.73274596,31.588,36.574,0,66.574,66.574,-2,0,Both,0,0,1,0,0,Air-Cut,66.574,1,Face Milling
954.97,G04,X1.0000,,,,,,0,0.89,6.777777778,5999,5,9,8.344444444,20.13333333,31.588,36.574,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
955.86,Z-1.0000,,,,,,,534.299536,0.31,590.9375,5999,5,9,8,31.9375,31.588,36.574,0,0,0,-1,1,,0,0,0,0,0,Air-cut in Z while retracting,1,1,Face Milling
956.17,G04,X1.0000,,,,,,554.92082,0.86,227.816092,5999,5,10.05747126,9.149425287,29.01149425,31.588,36.574,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
957.03,G00,X-31.5880,Y-36.5740,,,,,0,0.29,19159.33333,5999,5,98.33333333,48.76666667,31.03333333,-31.588,-36.574,-63.176,-73.148,96.65317832,-1,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,0,Face Milling
957.32,G04,X1.0000,,,,,,658.545832,1.21,0,5999,5,7.581967213,5.286885246,32.31967213,-31.588,-36.574,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,0,Face Milling
958.53,Z-3.0000,,,,,,,1103.302408,1.5,75.49668874,5999,5.198675497,3.397350993,2,11.82119205,-31.588,-36.574,0,0,1,-3,-2,,0,0,1,71.25573925,71.25573925,Plunge with feed,1,1,Face Milling
960.03,G04,X1.0000,,,,,,529.75046,1.2,0,5999,5.033057851,3.983471074,2.32231405,18.95041322,-31.588,-36.574,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
961.23,Y30.0000,,,,,,,30237.96406,52.4,75.98549895,5999,16.32760923,9.906697195,10.3894295,20.73173059,-31.588,30,0,66.574,66.574,-3,0,Climb,4.9,63.4,1,317.07,317.07,Cut with Feed,66.574,1,Face Milling
1013.63,G04,X1.0000,,,,,,533.594168,0.89,0,5999,5.011111111,15.65555556,6.422222222,23.93333333,-31.588,30,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1014.52,X-28.4130,Y31.5880,,,,,,1726.961828,3.02,70.40264026,5999,10.58745875,30.48514851,12.68646865,21.70957096,-28.413,31.588,3.175,1.588,3.549981549,-3,0,Climb,3.4,4.6,1,10.65,10.65,Cut with Feed,3.549981549,1,Face Milling
1017.54,G04,X1.0000,,,,,,1013.51954,2.05,0,4091.975728,24.16019417,8.718446602,7.160194175,18.71359223,-28.413,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1019.59,Y-31.5880,,,,,,,26652.0512,49.77,75.98473282,1503.262756,10.45279229,8.942748092,12.22780233,14.85918039,-28.413,-31.588,0,-63.176,63.176,-3,0,Conventional,3,63.2,1,186.59,186.59,Cut with Feed,63.176,1,Face Milling
1069.36,G04,X1.0000,,,,,,516.217784,0.89,0,1499,2,6.444444444,5.333333333,19.33333333,-28.413,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1070.25,X-25.2380,,,,,,,1607.122972,2.76,67.22021661,1501.202166,10.18411552,39.40794224,5.310469314,14.70397112,-25.238,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.175,1,Face Milling
1073.01,G04,X1.0000,,,,,,524.662516,0.91,0,1499,2.402173913,6.054347826,2.739130435,23.2826087,-25.238,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1073.92,Y31.5880,,,,,,,26840.04139,49.8,75.69945794,1502.916884,11.29732985,14.77293716,10.7618952,15.23750251,-25.238,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,1,Face Milling
1123.72,G04,X1.0000,,,,,,1032.9142,1.22,0,1499,2.016260163,3.219512195,6.796747967,24.24390244,-25.238,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1124.94,X-22.0630,,,,,,,1081.206008,2.43,75.68852459,1505.229508,9.303278689,32.45491803,8.483606557,20.99590164,-22.063,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,1,Face Milling
1127.37,G04,X1.0000,,,,,,528.654372,1.18,0,1501.436975,2.81512605,9.722689076,6.991596639,18,-22.063,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1128.55,Y-31.5880,,,,,,,20322.55991,37.11,101.9725216,1503.458513,11.57462284,7.97575431,11.72090517,20.43642241,-22.063,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,1,Face Milling
1165.66,G04,X1.0000,,,,,,514.50128,1.2,0,1499,2.033057851,6.016528926,6.024793388,20.48760331,-22.063,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1166.86,X-18.8880,,,,,,,1068.132576,1.81,101.4395604,1500.703297,12.05494505,27.95604396,4.5,15.14285714,-18.888,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,1,Face Milling
1168.67,G04,X1.0000,,,,,,530.548328,1.21,0,1501.459016,4,8.163934426,2.360655738,21.77868852,-18.888,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1169.88,Y31.5880,,,,,,,20358.96895,37.16,101.9725585,1503.040893,12.31799839,12.57465698,10.72343288,14.97363465,-18.888,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,1,Face Milling
1207.04,G04,X1.0000,,,,,,517.729308,1.22,0,1499,2.024390244,3.756097561,7.479674797,24,-18.888,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1208.26,X-15.7130,,,,,,,1059.615472,1.77,101.4269663,1502.370787,9.983146067,32.05617978,6.662921348,21.33146067,-15.713,31.588,3.175,0,3.175,-3,0,Climb,3,4.4,1,10.19,10.19,Cut with Feed,3.175,1,Face Milling
1210.03,G04,X1.0000,,,,,,532.852688,1.18,0,1501.352941,3.25210084,8.25210084,7.81512605,18.95798319,-15.713,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1211.21,Y-31.5880,,,,,,,16532.83106,29.95,126.9576101,1503.679573,12.64152203,6.583444593,12.3981976,21.89385848,-15.713,-31.588,0,-63.176,63.176,-3,0,Conventional,3.1,63.2,1,186.66,186.66,Cut with Feed,63.176,1,Face Milling
1241.16,G04,X1.0000,,,,,,518.35446,0.88,0,1499,2.033707865,4.988764045,5.674157303,21,-15.713,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1242.04,X-12.5380,,,,,,,530.962432,1.53,126.1753247,1503.090909,11.56493506,27.54545455,5.551948052,16.21428571,-12.538,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.175,1,Face Milling
1243.57,G04,X1.0000,,,,,,1076.075144,1.22,0,1501.601626,4.333333333,5.528455285,2.325203252,22.16260163,-12.538,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1244.79,Y31.5880,,,,,,,9468.99116,30.01,125.7308461,1503.413724,13.45336442,13.41938708,10.92838108,15.19786809,-12.538,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,1,Face Milling
1274.8,G04,X1.0000,,,,,,0,0.88,0,1499,2.033707865,2.02247191,6.685393258,25.01123596,-12.538,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1275.68,X-9.3630,,,,,,,0,1.49,126.1533333,1503,10.12,36.58,7.206666667,21.64666667,-9.363,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,1,Face Milling
1277.17,G04,X1.0000,,,,,,0,1.18,0,1501.521008,3.596638655,6.722689076,7.789915966,18.78991597,-9.363,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1278.35,Y-31.5880,,,,,,,12682.61787,25.03,150.39377,1503.636581,13.41613419,6.403354633,12.40455272,22.0634984,-9.363,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,1,Face Milling
1303.38,G04,X1.0000,,,,,,516.8197,0.9,0,1499.10989,2.054945055,3.681318681,6,21,-9.363,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1304.28,X-6.1880,,,,,,,537.94004,1.24,150.784,1504.04,12.96,18.648,3.736,15.512,-6.188,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,1,Face Milling
1305.52,G04,X1.0000,,,,,,543.25546,1.23,0,1501.5,3.60483871,5.064516129,1.85483871,22.92741935,-6.188,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1306.75,Y31.5880,,,,,,,13823.5549,24.76,151.9386354,1503.428744,14.33104562,13.64432782,11.6467501,14.29834477,-6.188,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,1,Face Milling
1331.51,G04,X1.0000,,,,,,578.686808,1.2,0,1499.082645,2.041322314,0.347107438,7.008264463,23.74380165,-6.188,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1332.71,X-3.0130,,,,,,,528.023892,1.16,150.7008547,1506.521368,11.7008547,30.55555556,6.017094017,22.75213675,-3.013,31.588,3.175,0,3.175,-3,0,Climb,3,4.4,1,10.19,10.19,Cut with Feed,3.175,1,Face Milling
1333.87,G04,X1.0000,,,,,,1199.256136,2.07,0,2757.028846,22.125,8.038461538,7.692307692,22.13461538,-3.013,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1335.94,Y-31.5880,,,,,,,9777.465044,16.62,228.8622971,4500,13.84425737,8.413108839,15.461816,22.87612748,-3.013,-31.588,0,-63.176,63.176,-3,0,Conventional,3.1,63.2,1,186.66,186.66,Cut with Feed,63.176,1,Face Milling
1352.56,G04,X1.0000,,,,,,520.465236,1.19,0,4500,3.066666667,2.525,7.075,23.26666667,-3.013,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1353.75,X0.1630,,,,,,,544.728948,0.89,226.4555556,4500,14.57777778,24.01111111,10.15555556,21.36666667,0.163,-31.588,3.176,0,3.176,-3,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.176,1,Face Milling
1354.64,G04,X1.0000,,,,,,541.158892,0.91,0,4500,4.108695652,7.576086957,2.673913043,27.59782609,0.163,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1355.55,Y31.5880,,,,,,,9198.677596,16.64,228.8624625,4500,15.18738739,16.44504505,12.87567568,20.19039039,0.163,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,1,Face Milling
1372.19,G04,X1.0000,,,,,,0,0.91,0,4500,3,4.173913043,8,27.01086957,0.163,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1373.1,X3.3380,,,,,,,0,1.18,158.9915966,4500,10.14285714,17.62184874,11.75630252,23.26890756,3.338,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,1,Face Milling
1374.28,G04,X1.0000,,,,,,0,0.9,0,4500,4.450549451,8.945054945,7.296703297,19.35164835,3.338,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1375.18,Y-31.5880,,,,,,,0,12.5,304.756195,4500,17.6235012,9.48441247,18.68984812,21.6618705,3.338,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,1,Face Milling
1387.68,G04,X1.0000,,,,,,0,0.9,0,4500,3.351648352,2.10989011,7.32967033,22.01098901,3.338,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1388.58,X6.5130,,,,,,,0,0.9,201.0989011,4500,12.9010989,66.35164835,4.978021978,20.75824176,6.513,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,1,Face Milling
1389.48,G04,X1.0000,,,,,,0,0.91,0,4500,3.793478261,6.760869565,3.108695652,27.61956522,6.513,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1390.39,Y31.5880,,,,,,,2988.012256,12.55,304.7571656,4500,17.11464968,17.77070064,14.34474522,19.76592357,6.513,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,1,Face Milling
1402.94,G04,X1.0000,,,,,,0,0.91,0,4500,3.010869565,7.163043478,8.326086957,28.65217391,6.513,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1403.85,X9.6880,,,,,,,0,0.88,202.1910112,4500,11.33707865,29.12359551,6.97752809,22.58426966,9.688,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.4,1,10.2,10.2,Cut with Feed,3.175,1,Face Milling
1404.73,G04,X1.0000,,,,,,0,0.91,0,4500,4.467391304,5.760869565,7.913043478,19.01086957,9.688,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1405.64,Y-31.5880,,,,,,,2948.18294,10.14,376.7389163,4500,19.54482759,8.956650246,18.80689655,22.79901478,9.688,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,1,192.98,192.98,Cut with Feed,63.176,1,Face Milling
1415.78,G04,X1.0000,,,,,,558.872272,0.88,0,4500,3.06741573,0.730337079,6.685393258,26.30337079,9.688,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,1,Face Milling
1416.66,X12.8630,,,,,,,535.241112,0.6,208.5737705,4500.163934,13.7704918,34.06557377,9.852459016,23.1147541,12.863,-31.588,3.175,0,3.175,-3,0,Conventional,3,4.4,1,10.09,10.09,Cut with Feed,3.175,1,Face Milling
